NC_Number,Common,Distance,Splitting,Migration,Duplicates,Deletions,Splits,Longest_Group,Total_Fusions,Group_Fusions,Inversions
NC_002678,Mesorhizobium loti,53.98,0.33,0.67,2,0,2,4,0,0
NC_002516,Pseudomonas aeruginosa,30.34,0.33,0.50,0,0,2,3,0,0
NC_003197,Salmonella enterica,1.35,0.00,1.00,0,0,0,6,0,0
NC_004310,Brucella suis,54.65,0.50,0.50,3,0,3,3,0,0
NC_003112,Neisseria meningitidis,41.40,0.50,0.33,0,0,3,2,1,1
NC_002947,Pseudomonas putida,32.41,0.33,0.67,2,0,2,4,0,0
NC_005085,Chromobacterium violaceum,41.09,0.33,0.50,1,0,2,3,0,0
NC_004459,Vibrio vulnificus,16.31,0.33,0.33,0,1,2,2,0,0
NC_004917,Helicobacter hepaticus,74.29,0.50,0.33,0,0,3,2,0,0
NC_002163,Campylobacter jejuni,75.28,0.33,0.33,0,1,2,2,1,1
NC_003198,Salmonella enterica,1.35,0.00,1.00,0,0,0,6,0,0
NC_003295,Ralstonia solanacearum,41.09,0.50,0.33,1,0,3,2,1,1
NC_003047,Sinorhizobium meliloti,53.98,0.50,0.33,1,0,3,2,0,0
NC_004603,Vibrio parahaemolyticus,16.58,0.50,0.33,2,0,3,2,0,0
NC_003919,Xanthomonas axonopodis,36.49,0.17,0.50,0,0,1,3,0,0
NC_004347,Shewanella oneidensis,21.85,0.33,0.33,0,0,2,2,0,0
NC_004463,Bradyrhizobium japonicum,53.02,0.33,0.50,1,0,2,3,0,0
NC_002928,Bordetella parapertussis,43.15,0.33,0.50,0,0,2,3,0,0
NC_002929,Bordetella pertussis,42.91,0.33,0.50,1,0,2,3,0,0
NC_002488,Xylella fastidiosa,37.56,0.33,0.50,0,0,2,3,0,0
NC_002927,Bordetella bronchiseptica,42.91,0.33,0.50,1,0,2,3,0,0
NC_007086,Xanthomonas campestris,36.60,0.17,0.50,1,0,1,3,0,0
NC_000913,Escherichia coli,0.00,0.00,1.00,0,0,0,6,0,0
NC_004757,Nitrosomonas europaea,40.71,0.33,0.50,0,0,2,3,0,0
NC_003143,Yersinia pestis,5.52,0.17,0.67,0,0,1,4,0,0
NC_002663,Pasteurella multocida,14.82,0.67,0.33,0,0,4,2,1,1
NC_004578,Pseudomonas syringae,32.52,0.33,0.67,1,0,2,4,0,0
NC_002696,Caulobacter crescentus,53.20,0.50,0.33,1,0,3,2,0,0
NC_003062,Agrobacterium tumefaciens,53.64,0.50,0.33,1,0,3,2,0,0
NC_005090,Wolinella succinogenes,72.26,0.50,0.33,1,0,3,2,0,0
NC_012441,Brucella melitensis,54.65,0.50,0.50,3,0,3,3,0,0
NC_000907,Haemophilus influenzae,18.45,0.50,0.33,1,0,3,2,1,1
NC_004741,Shigella flexneri,0.00,0.17,0.67,0,0,1,4,0,0
