NC_Number,Common,Distance,Splitting,Migration,Duplicates,Deletions,Splits,Longest_Group,Total_Fusions,Group_Fusions,Inversions
NC_002678,Mesorhizobium loti,53.98,0.40,0.40,1,1,2,2,0,0
NC_002516,Pseudomonas aeruginosa,30.34,0.40,0.40,0,1,2,2,0,0
NC_002947,Pseudomonas putida,32.41,0.40,0.40,1,1,2,2,0,0
NC_003295,Ralstonia solanacearum,41.09,0.20,0.40,0,2,1,2,0,0
NC_003047,Sinorhizobium meliloti,53.98,0.40,0.40,1,1,2,2,0,0
NC_002929,Bordetella pertussis,42.91,0.40,0.60,2,0,2,3,0,0
NC_003919,Xanthomonas axonopodis,36.49,0.60,0.20,1,1,3,1,0,0
NC_004463,Bradyrhizobium japonicum,53.02,0.60,0.40,1,0,3,2,0,0
NC_002928,Bordetella parapertussis,43.15,0.40,0.60,2,0,2,3,0,0
NC_002927,Bordetella bronchiseptica,42.91,0.20,0.60,1,0,1,3,0,0
NC_007086,Xanthomonas campestris,36.60,0.20,0.40,0,2,1,2,0,0
NC_000913,Escherichia coli,0.00,0.00,1.00,0,0,0,5,0,0
NC_004578,Pseudomonas syringae,32.52,0.40,0.20,1,2,2,1,0,0
NC_002696,Caulobacter crescentus,53.20,0.40,0.40,0,1,2,2,0,0
NC_004741,Shigella flexneri,0.00,0.20,0.80,0,0,1,4,0,0
